Org Name,Start Date,Start Time Zone,End Date,End Time Zone,Transaction Date (Pacific Time),Energy (kWh),GHG Savings (kg),Gasoline Savings (gallons),Port Type,Port Number,Plug Type,Postal Code,Country,Currency,Fee,Ended By,Plug In Event Id,Driver Postal Code,User ID,Transaction ID
Georgia Tech,12/29/2014 18:24,EST,12/29/2014 19:31,EST,12/29/2014 16:32,4.069,1.709,0.511,Level 2,1,J1772,30308,United States,USD,0.95,Plug Out at Vehicle,ID1419895479,30269,CRM-13,TRX-8465158269236957849
Georgia Tech,12/29/2014 7:37,EST,12/29/2014 12:43,EST,12/29/2014 11:46,18.515,7.776,2.324,Level 2,1,J1772,30308,United States,USD,4.34,Plug Out at Vehicle,ID426,30622,CRM-217113,TRX-6635940992295836326
Georgia Tech,12/29/2014 7:03,EST,12/29/2014 11:43,EST,12/29/2014 8:44,12.938,5.434,1.624,Level 2,1,J1772,30308,United States,USD,3.97,Plug Out at Vehicle,ID653,30114,CRM-235945,TRX-8084169831937326977
Georgia Tech,12/28/2014 14:46,EST,12/28/2014 15:29,EST,12/28/2014 12:30,4.171,1.752,0.523,Level 2,1,J1772,30308,United States,USD,0.61,Plug Out at Vehicle,ID1419795994,30144,CRM-335165,TRX-6354600971041167736
Georgia Tech,12/27/2014 21:29,EST,12/27/2014 23:00,EST,12/27/2014 20:02,4.555,1.913,0.572,Level 2,1,J1772,30308,United States,USD,1.29,Plug Out at Vehicle,ID1419733773,30269,CRM-13,TRX-7874543291346909040
Georgia Tech,12/27/2014 15:09,EST,12/27/2014 16:43,EST,12/27/2014 13:44,5.689,2.389,0.714,Level 2,1,J1772,30308,United States,USD,1.32,Plug Out at Vehicle,ID1419710985,30269,CRM-13,TRX-627374725720159292
Georgia Tech,12/25/2014 13:49,EST,12/25/2014 14:27,EST,12/25/2014 11:28,3.737,1.57,0.469,Level 2,1,J1772,30308,United States,USD,0.54,Plug Out at Vehicle,ID652,30316,CRM-286713,TRX-5692754764439811214
Georgia Tech,12/23/2014 21:08,EST,12/23/2014 23:26,EST,12/23/2014 20:28,13.153,5.524,1.651,Level 2,1,J1772,30308,United States,USD,1.95,Plug Out at Vehicle,ID1419386918,98052,CRM-2745,TRX-2525124161627839289
Georgia Tech,12/23/2014 19:22,EST,12/23/2014 20:06,EST,12/23/2014 17:08,4.093,1.719,0.514,Level 2,2,J1772,30308,United States,USD,0.63,Plug Out at Vehicle,ID1419380238,30005,CRM-336823,TRX-3678420260201442552
Georgia Tech,12/23/2014 18:10,EST,12/23/2014 19:28,EST,12/23/2014 16:30,4.759,1.999,0.597,Level 2,1,J1772,30308,United States,USD,1.11,Plug Out at Vehicle,ID1419376215,30269,CRM-13,TRX-6677399517527964014
Georgia Tech,12/23/2014 8:19,EST,12/23/2014 13:36,EST,12/23/2014 10:38,23.618,9.92,2.964,Level 2,1,J1772,30308,United States,USD,4.49,Plug Out at Vehicle,ID1419340786,30518,CRM-336485,TRX-7259172514343247843
Georgia Tech,12/23/2014 9:53,EST,12/23/2014 13:13,EST,12/23/2014 10:14,12.716,5.341,1.596,Level 2,1,J1772,30308,United States,USD,2.83,Customer,ID651,30269,CRM-3237,TRX-438538955375179859
Georgia Tech,12/23/2014 8:17,EST,12/23/2014 8:19,EST,12/23/2014 5:20,0.039,0.016,0.005,Level 2,1,J1772,30308,United States,USD,0,Plug Out at Vehicle,ID1419340645,30518,CRM-336485,TRX-8281674171186588487
Georgia Tech,12/22/2014 19:53,EST,12/22/2014 21:03,EST,12/22/2014 18:04,4.205,1.766,0.528,Level 2,1,J1772,30308,United States,USD,0.98,Plug Out at Vehicle,ID1419296022,30269,CRM-13,TRX-8443413971113482278
Georgia Tech,12/22/2014 13:07,EST,12/22/2014 16:09,EST,12/22/2014 13:10,12.076,5.072,1.516,Level 2,1,J1772,30308,United States,USD,2.57,Plug Out at Vehicle,ID650,30269,CRM-3237,TRX-3880466081961149897
Georgia Tech,12/22/2014 11:32,EST,12/22/2014 12:34,EST,12/22/2014 9:36,5.994,2.517,0.752,Level 2,1,J1772,30308,United States,USD,0.88,Plug Out at Vehicle,ID649,30022,CRM-324481,TRX-8281057435972667283
Georgia Tech,12/22/2014 7:27,EST,12/22/2014 8:55,EST,12/22/2014 5:56,7.767,3.262,0.975,Level 2,1,J1772,30308,United States,USD,1.25,Plug Out at Vehicle,ID648,30075,CRM-89,TRX-521114702064295669
Georgia Tech,12/21/2014 14:55,EST,12/21/2014 19:05,EST,12/21/2014 16:06,13.676,5.744,1.716,Level 2,1,J1772,30308,United States,USD,3.55,Plug Out at Vehicle,ID1419191695,30269,CRM-13,TRX-7835054630227102553
Georgia Tech,12/20/2014 16:18,EST,12/20/2014 21:40,EST,12/20/2014 18:42,22.352,9.388,2.805,Level 2,1,J1772,30308,United States,USD,4.56,Customer,ID647,30309,CRM-271927,TRX-5701050949344822705
Georgia Tech,12/20/2014 13:57,EST,12/20/2014 16:17,EST,12/20/2014 13:18,13.658,5.736,1.714,Level 2,2,J1772,30308,United States,USD,1.98,Customer,ID425,30341,CRM-3345,TRX-3447254251531121664
Georgia Tech,12/20/2014 14:03,EST,12/20/2014 16:12,EST,12/20/2014 13:14,11.566,4.858,1.452,Level 2,1,J1772,30308,United States,USD,1.83,Plug Out at Vehicle,ID646,30004,CRM-nan,TRX-5625282442434637820
Georgia Tech,12/20/2014 13:53,EST,12/20/2014 13:56,EST,12/20/2014 10:58,0,0,0,Level 2,1,J1772,30308,United States,USD,0.04,Plug Out at Vehicle,ID424,30341,CRM-3345,TRX-7835145667049277734
Georgia Tech,12/20/2014 13:51,EST,12/20/2014 13:53,EST,12/20/2014 10:54,0,0,0,Level 2,1,J1772,30308,United States,USD,0,Plug Out at Vehicle,ID423,30341,CRM-3345,TRX-7956658448955599103
Georgia Tech,12/19/2014 16:11,EST,12/19/2014 17:33,EST,12/19/2014 14:34,7.974,3.349,1.001,Level 2,1,J1772,30308,United States,USD,1.17,Customer,ID422,30076,CRM-7599,TRX-5549271099613599071
Georgia Tech,12/19/2014 12:39,EST,12/19/2014 15:15,EST,12/19/2014 12:17,9.408,3.951,1.181,Level 2,1,J1772,30308,United States,USD,2.22,Customer,ID645,30308,CRM-4213,TRX-8053576452048286566
Georgia Tech,12/19/2014 7:35,EST,12/19/2014 12:59,EST,12/19/2014 10:00,19.606,8.235,2.461,Level 2,1,J1772,30308,United States,USD,4.6,Plug Out at Vehicle,ID421,30622,CRM-217113,TRX-1629904618724294585
Georgia Tech,12/19/2014 8:30,EST,12/19/2014 11:31,EST,12/19/2014 8:32,9.571,4.02,1.201,Level 2,2,J1772,30308,United States,USD,2.56,Plug Out at Vehicle,ID1418995849,30345,CRM-183185,TRX-6022123441878859327
Georgia Tech,12/19/2014 7:52,EST,12/19/2014 11:25,EST,12/19/2014 8:26,7.317,3.073,0.918,Level 2,2,J1772,30308,United States,USD,3.01,Plug Out at Vehicle,ID644,30068,CRM-2891,TRX-785641311474926294
Georgia Tech,12/19/2014 7:49,EST,12/19/2014 8:59,EST,12/19/2014 6:00,3.731,1.567,0.468,Level 2,1,J1772,30308,United States,USD,0.99,Customer,ID643,30043,CRM-251467,TRX-407231514901414727
Georgia Tech,12/18/2014 15:59,EST,12/18/2014 16:41,EST,12/18/2014 13:43,4.131,1.735,0.518,Level 2,1,J1772,30308,United States,USD,0.59,Plug Out at Vehicle,ID420,30338,CRM-7159,TRX-8412998333133417106
Georgia Tech,12/18/2014 13:25,EST,12/18/2014 15:12,EST,12/18/2014 12:15,6.348,2.666,0.797,Level 2,1,J1772,30308,United States,USD,1.52,Plug Out at Vehicle,ID642,30276,CRM-277217,TRX-2931823979894286983
Georgia Tech,12/18/2014 12:29,EST,12/18/2014 12:32,EST,12/18/2014 10:56,0.101,0.042,0.013,Level 2,1,J1772,30308,United States,USD,0,CPS Server,ID419,30076,CRM-7599,TRX-6251318544541350582
Georgia Tech,12/18/2014 11:02,EST,12/18/2014 13:48,EST,12/18/2014 10:50,9.46,3.973,1.187,Level 2,2,J1772,30308,United States,USD,2.35,Plug Out at Vehicle,ID1418918417,30345,CRM-183185,TRX-7905285051954340261
Georgia Tech,12/18/2014 11:19,EST,12/18/2014 13:21,EST,12/18/2014 10:22,11.925,5.009,1.497,Level 2,1,J1772,30308,United States,USD,1.73,Customer,ID641,30269,CRM-3237,TRX-9020749087948042454
Georgia Tech,12/18/2014 8:32,EST,12/18/2014 12:23,EST,12/18/2014 9:24,13.884,5.831,1.742,Level 2,1,J1772,30308,United States,USD,3.26,Plug Out at Vehicle,ID1418909567,30316,CRM-3337,TRX-1398182873704374260
Georgia Tech,12/18/2014 7:51,EST,12/18/2014 11:02,EST,12/18/2014 8:04,10.323,4.336,1.296,Level 2,1,J1772,30308,United States,USD,2.71,Customer,ID640,30043,CRM-251467,TRX-1947586129996075793
Georgia Tech,12/17/2014 18:34,EST,12/17/2014 19:55,EST,12/17/2014 16:56,7.794,3.274,0.978,Level 2,1,J1772,30308,United States,USD,1.15,Plug Out at Vehicle,ID639,30318,CRM-269487,TRX-7948793846483091631
Georgia Tech,12/17/2014 17:23,EST,12/17/2014 18:36,EST,12/17/2014 15:39,5.839,2.452,0.733,Level 2,1,J1772,30308,United States,USD,1.04,Plug Out at Vehicle,ID418,30062,CRM-261355,TRX-7425151148576167656
Georgia Tech,12/17/2014 10:31,EST,12/17/2014 13:35,EST,12/17/2014 10:36,12.283,5.159,1.542,Level 2,1,J1772,30308,United States,USD,2.61,Plug Out at Vehicle,ID637,30269,CRM-3237,TRX-981534287046515729
Georgia Tech,12/17/2014 8:46,EST,12/17/2014 13:18,EST,12/17/2014 10:20,12.782,5.369,1.604,Level 2,1,J1772,30308,United States,USD,3.86,Plug Out at Vehicle,ID1418823959,30345,CRM-183185,TRX-310913209168731466
Georgia Tech,12/17/2014 10:34,EST,12/17/2014 12:03,EST,12/17/2014 9:04,4.615,1.938,0.579,Level 2,2,J1772,30308,United States,USD,1.26,Plug Out at Vehicle,ID638,30102,CRM-254811,TRX-5283118362334801380
Georgia Tech,12/17/2014 8:45,EST,12/17/2014 8:47,EST,12/17/2014 5:47,0,0,0,Level 2,1,J1772,30308,United States,USD,0,Timeout,ID1418823897,30345,CRM-183185,TRX-5967358709989702723
Georgia Tech,12/17/2014 2:44,EST,12/17/2014 3:38,EST,12/17/2014 0:40,5.381,2.26,0.675,Level 2,1,J1772,30308,United States,USD,0.77,Plug Out at Vehicle,ID1418802242,30141,CRM-333477,TRX-5332677657044955275
Georgia Tech,12/16/2014 8:08,EST,12/16/2014 17:19,EST,12/16/2014 14:20,9.541,4.007,1.197,Level 2,1,J1772,30308,United States,USD,7.8,Plug Out at Vehicle,ID417,30062,CRM-261355,TRX-2163621822528436531
Georgia Tech,12/16/2014 10:07,EST,12/16/2014 12:14,EST,12/16/2014 9:16,8.459,3.553,1.062,Level 2,1,J1772,30308,United States,USD,1.79,Plug Out at Vehicle,ID635,30269,CRM-3237,TRX-5568924212674585224
Georgia Tech,12/16/2014 10:22,EST,12/16/2014 11:50,EST,12/16/2014 8:52,4.565,1.917,0.573,Level 2,2,J1772,30308,United States,USD,1.24,Plug Out at Vehicle,ID636,30068,CRM-2891,TRX-4745998435463041993
Georgia Tech,12/15/2014 12:04,EST,12/15/2014 17:45,EST,12/15/2014 14:46,18.905,7.94,2.373,Level 2,2,J1772,30308,United States,USD,4.83,Plug Out at Vehicle,ID634,30622,CRM-217113,TRX-4042893525720236020
Georgia Tech,12/15/2014 14:16,EST,12/15/2014 16:13,EST,12/15/2014 13:52,6.184,2.597,0.776,Level 2,1,J1772,30308,United States,USD,1.66,CPS Server,ID1418670964,30068,CRM-332457,TRX-2873361604357908203
Georgia Tech,12/15/2014 15:29,EST,12/15/2014 16:37,EST,12/15/2014 13:39,6.527,2.741,0.819,Level 2,1,J1772,30308,United States,USD,0.96,Plug Out at Vehicle,ID416,30102,CRM-254811,TRX-2982806632091671354
Georgia Tech,12/15/2014 12:56,EST,12/15/2014 14:35,EST,12/15/2014 11:37,9.501,3.991,1.192,Level 2,1,J1772,30308,United States,USD,1.41,Plug Out at Vehicle,ID1418666152,30102,CRM-262969,TRX-5620527484037197152
Georgia Tech,12/15/2014 8:53,EST,12/15/2014 12:47,EST,12/15/2014 10:08,11.157,4.686,1.4,Level 2,2,J1772,30308,United States,USD,3.32,Plug Out at Vehicle,ID415,30306,CRM-254595,TRX-7260142724754059413
Georgia Tech,12/15/2014 8:11,EST,12/15/2014 9:29,EST,12/15/2014 6:40,6.346,2.665,0.796,Level 2,1,J1772,30308,United States,USD,1.1,Plug Out at Vehicle,ID633,30075,CRM-89,TRX-5080160883414966520
Georgia Tech,12/15/2014 8:22,EST,12/15/2014 9:06,EST,12/15/2014 6:08,3.664,1.539,0.46,Level 2,1,J1772,30308,United States,USD,0.63,Plug Out at Vehicle,ID414,30068,CRM-2891,TRX-4524914926016999818
Georgia Tech,12/14/2014 18:37,EST,12/14/2014 21:17,EST,12/14/2014 18:18,14.694,6.171,1.844,Level 2,1,J1772,30308,United States,USD,2.27,Customer,ID632,30346,CRM-3495,TRX-6815015638678255912
Georgia Tech,12/14/2014 14:26,EST,12/14/2014 15:09,EST,12/14/2014 12:10,4.133,1.736,0.519,Level 2,1,J1772,30308,United States,USD,0.6,Plug Out at Vehicle,ID1418585198,30004,CRM-1776,TRX-594092701079805824
Georgia Tech,12/13/2014 16:47,EST,12/13/2014 17:52,EST,12/13/2014 14:54,6.166,2.59,0.774,Level 2,1,J1772,30308,United States,USD,0.91,Plug Out at Vehicle,ID631,30096,CRM-284973,TRX-1217208206978545310
Georgia Tech,12/12/2014 20:16,EST,12/13/2014 13:23,EST,12/13/2014 10:24,19.7,8.274,2.472,Level 2,1,J1772,30308,United States,USD,14.55,Plug Out at Vehicle,ID1418433400,30004,CRM-1776,TRX-670675593661434780
Georgia Tech,12/12/2014 13:21,EST,12/12/2014 15:46,EST,12/12/2014 12:49,12.971,5.448,1.628,Level 2,1,J1772,30308,United States,USD,2.05,Customer,ID413,30309,CRM-271927,TRX-3190895605073659645
Georgia Tech,12/12/2014 10:34,EST,12/12/2014 14:24,EST,12/12/2014 11:26,9.881,4.15,1.24,Level 2,1,J1772,30308,United States,USD,3.27,Customer,ID630,30043,CRM-251467,TRX-2467541146740701895
Georgia Tech,12/12/2014 9:16,EST,12/12/2014 11:41,EST,12/12/2014 8:42,8.676,3.644,1.089,Level 2,1,J1772,30308,United States,USD,2.05,Customer,ID412,30308,CRM-4213,TRX-9061569632671086495
Georgia Tech,12/12/2014 8:35,EST,12/12/2014 11:13,EST,12/12/2014 8:14,3.797,1.595,0.476,Level 2,2,J1772,30308,United States,USD,2.24,Plug Out at Vehicle,ID629,30004,CRM-nan,TRX-2925480357120067353
Georgia Tech,12/12/2014 7:33,EST,12/12/2014 10:06,EST,12/12/2014 7:08,10.718,4.501,1.345,Level 2,1,J1772,30308,United States,USD,2.17,Plug Out at Vehicle,ID628,30102,CRM-254811,TRX-6123829905105966505
Georgia Tech,12/12/2014 6:55,EST,12/12/2014 8:57,EST,12/12/2014 5:58,9.868,4.145,1.238,Level 2,1,J1772,30308,United States,USD,1.72,Plug Out at Vehicle,ID411,30062,CRM-261355,TRX-4797582008442124163
Georgia Tech,12/11/2014 21:33,EST,12/12/2014 0:06,EST,12/11/2014 21:08,8.315,3.492,1.044,Level 2,1,J1772,30308,United States,USD,2.17,Plug Out at Vehicle,ID410,30076,CRM-7599,TRX-6743077832353586504
Georgia Tech,12/11/2014 18:22,EST,12/12/2014 0:03,EST,12/11/2014 21:04,11.87,4.985,1.49,Level 2,2,J1772,30308,United States,USD,4.83,Plug Out at Vehicle,ID409,30062,CRM-261355,TRX-5561041688866515380
Georgia Tech,12/11/2014 16:08,EST,12/11/2014 21:40,EST,12/11/2014 18:42,13.907,5.841,1.745,Level 2,1,J1772,30308,United States,USD,4.71,Customer,ID626,30318,CRM-269487,TRX-5664088219650851447
Georgia Tech,12/11/2014 19:38,EST,12/11/2014 20:11,EST,12/11/2014 17:12,1.676,0.704,0.21,Level 2,2,J1772,30308,United States,USD,0.46,Plug Out at Vehicle,ID627,30360,CRM-0169,TRX-1495977851461046954
Georgia Tech,12/11/2014 17:26,EST,12/11/2014 20:00,EST,12/11/2014 17:02,8.419,3.536,1.057,Level 2,1,J1772,30308,United States,USD,2.18,Plug Out at Vehicle,ID408,30022,CRM-324481,TRX-6969871146409141491
Georgia Tech,12/11/2014 17:07,EST,12/11/2014 18:15,EST,12/11/2014 15:16,4.183,1.757,0.525,Level 2,2,J1772,30308,United States,USD,0.97,Customer,ID407,30043,CRM-251467,TRX-1942751698152338061
Georgia Tech,12/11/2014 9:09,EST,12/11/2014 17:57,EST,12/11/2014 14:58,19.937,8.373,2.502,Level 2,2,J1772,30308,United States,USD,7.48,Plug Out at Vehicle,ID624,30622,CRM-217113,TRX-4190963928158784328
Georgia Tech,12/11/2014 14:24,EST,12/11/2014 17:10,EST,12/11/2014 14:12,12.341,5.183,1.549,Level 2,1,J1772,30308,United States,USD,2.35,Plug Out at Vehicle,ID406,30080,CRM-2417,TRX-2004616330257364241
Georgia Tech,12/11/2014 9:19,EST,12/11/2014 14:32,EST,12/11/2014 11:34,15.686,6.588,1.969,Level 2,1,J1772,30308,United States,USD,4.43,Plug Out at Vehicle,ID625,30318,CRM-5159,TRX-616843580484510524
Georgia Tech,12/11/2014 11:58,EST,12/11/2014 13:57,EST,12/11/2014 10:58,6.564,2.757,0.824,Level 2,1,J1772,30308,United States,USD,1.68,CPS Server,ID1418317119,30064,CRM-3521,TRX-2996727048023399825
Georgia Tech,12/11/2014 10:54,EST,12/11/2014 13:47,EST,12/11/2014 10:54,9.313,3.912,1.169,Level 2,2,J1772,30308,United States,USD,2.45,CPS Server,ID405,30075,CRM-89,TRX-8974062729124571583
Georgia Tech,12/11/2014 8:40,EST,12/11/2014 11:50,EST,12/11/2014 8:52,7.991,3.356,1.003,Level 2,1,J1772,30308,United States,USD,2.69,Plug Out at Vehicle,ID404,30306,CRM-254595,TRX-379187525721633820
Georgia Tech,12/11/2014 7:01,EST,12/11/2014 9:15,EST,12/11/2014 6:16,12.517,5.257,1.571,Level 2,1,J1772,30308,United States,USD,1.9,Plug Out at Vehicle,ID623,30102,CRM-254811,TRX-395837173538475246
Georgia Tech,12/10/2014 21:05,EST,12/10/2014 22:37,EST,12/10/2014 19:38,7.961,3.343,0.999,Level 2,1,J1772,30308,United States,USD,1.3,Plug Out at Vehicle,ID403,30062,CRM-261355,TRX-156468328391522233
Georgia Tech,12/10/2014 13:01,EST,12/10/2014 18:11,EST,12/10/2014 15:12,18.192,7.641,2.283,Level 2,1,J1772,30308,United States,USD,4.4,Plug Out at Vehicle,ID401,30622,CRM-217113,TRX-8207772869158036073
Georgia Tech,12/10/2014 16:33,EST,12/10/2014 17:46,EST,12/10/2014 14:49,5.895,2.476,0.74,Level 2,1,J1772,30308,United States,USD,1.03,Plug Out at Vehicle,ID622,30318,CRM-269487,TRX-3596291244543208688
Georgia Tech,12/10/2014 13:04,EST,12/10/2014 17:28,EST,12/10/2014 14:30,13.488,5.665,1.693,Level 2,2,J1772,30308,United States,USD,3.74,Customer,ID402,30308,CRM-4213,TRX-1958383613854627472
Georgia Tech,12/10/2014 9:54,EST,12/10/2014 16:58,EST,12/10/2014 14:00,13.778,5.787,1.729,Level 2,2,J1772,30308,United States,USD,6,Plug Out at Vehicle,ID621,30215,CRM-3189,TRX-4714330315430060476
Georgia Tech,12/10/2014 8:15,EST,12/10/2014 15:54,EST,12/10/2014 12:56,9.881,4.15,1.24,Level 2,1,J1772,30308,United States,USD,6.49,Plug Out at Vehicle,ID620,30306,CRM-254595,TRX-7490754035961234635
Georgia Tech,12/10/2014 7:54,EST,12/10/2014 12:48,EST,12/10/2014 10:00,7.201,3.025,0.904,Level 2,1,J1772,30308,United States,USD,4.17,Plug Out at Vehicle,ID398,30096,CRM-3985,TRX-19096316636691146
Georgia Tech,12/10/2014 10:03,EST,12/10/2014 12:46,EST,12/10/2014 9:58,8.748,3.674,1.098,Level 2,2,J1772,30308,United States,USD,2.31,Plug Out at Vehicle,ID400,30269,CRM-3237,TRX-2684374459060964671
Georgia Tech,12/10/2014 7:47,EST,12/10/2014 9:44,EST,12/10/2014 6:46,6.963,2.925,0.874,Level 2,2,J1772,30308,United States,USD,1.66,Plug Out at Vehicle,ID619,30068,CRM-2891,TRX-4997638998923951964
Georgia Tech,12/10/2014 8:17,EST,12/10/2014 9:12,EST,12/10/2014 6:14,2.794,1.173,0.351,Level 2,2,J1772,30308,United States,USD,0.78,Plug Out at Vehicle,ID399,30062,CRM-261355,TRX-4743843845818612350
Georgia Tech,12/9/2014 19:44,EST,12/9/2014 21:29,EST,12/9/2014 18:30,9.977,4.19,1.252,Level 2,1,J1772,30308,United States,USD,1.48,Plug Out at Vehicle,ID618,30102,CRM-254811,TRX-3862473310758639401
Georgia Tech,12/9/2014 8:04,EST,12/9/2014 15:25,EST,12/9/2014 12:57,0,0,0,Level 2,2,J1772,30308,United States,USD,6.25,Plug Out at Vehicle,ID616,30062,CRM-261355,TRX-3132724683788241146
Georgia Tech,12/9/2014 8:35,EST,12/9/2014 15:46,EST,12/9/2014 12:48,12.809,5.38,1.608,Level 2,2,J1772,30308,United States,USD,6.11,Plug Out at Vehicle,ID1418132078,30506,CRM-211289,TRX-449292583717575841
Georgia Tech,12/9/2014 8:21,EST,12/9/2014 11:37,EST,12/9/2014 8:38,7.116,2.989,0.893,Level 2,1,J1772,30308,United States,USD,2.77,Plug Out at Vehicle,ID397,30096,CRM-3985,TRX-5990450399211052708
Georgia Tech,12/9/2014 8:34,EST,12/9/2014 11:09,EST,12/9/2014 8:10,8.165,3.429,1.025,Level 2,1,J1772,30308,United States,USD,2.2,Plug Out at Vehicle,ID617,30044,CRM-3149,TRX-8100881931824164942
Georgia Tech,12/8/2014 16:14,EST,12/8/2014 20:29,EST,12/8/2014 17:30,5.124,2.152,0.643,Level 2,1,J1772,30308,United States,USD,3.62,Plug Out at Vehicle,ID1418073247,30506,CRM-211289,TRX-2917908584867731059
Georgia Tech,12/8/2014 7:36,EST,12/8/2014 17:42,EST,12/8/2014 14:44,10.773,4.525,1.352,Level 2,1,J1772,30308,United States,USD,8.59,Plug Out at Vehicle,ID1418042168,30040,CRM-221883,TRX-1520221337549218730
Georgia Tech,12/8/2014 12:36,EST,12/8/2014 14:34,EST,12/8/2014 11:37,6.043,2.538,0.758,Level 2,2,J1772,30308,United States,USD,1.67,Plug Out at Vehicle,ID615,30068,CRM-2891,TRX-2556891981492898013
Georgia Tech,12/8/2014 10:09,EST,12/8/2014 12:57,EST,12/8/2014 9:58,12.171,5.112,1.527,Level 2,1,J1772,30308,United States,USD,2.38,Customer,ID396,30269,CRM-3237,TRX-4921886041655421238
Georgia Tech,12/8/2014 7:56,EST,12/8/2014 11:27,EST,12/8/2014 8:28,6.999,2.94,0.878,Level 2,2,J1772,30308,United States,USD,2.98,Plug Out at Vehicle,ID614,30096,CRM-3985,TRX-8636500925037697935
Georgia Tech,12/7/2014 16:59,EST,12/7/2014 20:32,EST,12/7/2014 17:34,17.895,7.516,2.246,Level 2,1,J1772,30308,United States,USD,3.01,Plug Out at Vehicle,ID1417989583,30506,CRM-211289,TRX-3950053393427134673
Georgia Tech,12/5/2014 20:28,EST,12/5/2014 22:46,EST,12/5/2014 19:58,12.872,5.406,1.615,Level 2,2,J1772,30308,United States,USD,1.95,Customer,ID395,30102,CRM-165817,TRX-4418943006144332265
Georgia Tech,12/5/2014 19:23,EST,12/5/2014 20:04,EST,12/5/2014 17:07,3.906,1.64,0.49,Level 2,1,J1772,30308,United States,USD,0.58,Plug Out at Vehicle,ID613,30039,CRM-218997,TRX-1181593117473237233
Georgia Tech,12/5/2014 13:36,EST,12/5/2014 14:47,EST,12/5/2014 11:49,6.834,2.87,0.858,Level 2,1,J1772,30308,United States,USD,1,CPS Server,ID1417804591,30316,CRM-2925,TRX-1711080237559331647
Georgia Tech,12/5/2014 12:29,EST,12/5/2014 13:51,EST,12/5/2014 10:53,7.902,3.319,0.992,Level 2,2,J1772,30308,United States,USD,1.17,Plug Out at Vehicle,ID1417800562,30506,CRM-211289,TRX-4268515275966631620
Georgia Tech,12/5/2014 8:54,EST,12/5/2014 11:02,EST,12/5/2014 8:04,7.818,3.284,0.981,Level 2,2,J1772,30308,United States,USD,1.8,Plug Out at Vehicle,ID612,30068,CRM-2891,TRX-470664574252141601
Georgia Tech,12/5/2014 7:34,EST,12/5/2014 9:16,EST,12/5/2014 6:18,4.181,1.756,0.525,Level 2,1,J1772,30308,United States,USD,1.45,Plug Out at Vehicle,ID1417782827,30341,CRM-2121,TRX-4697401175945306395
Georgia Tech,12/5/2014 7:33,EST,12/5/2014 7:35,EST,12/5/2014 4:35,0,0,0,Level 2,2,J1772,30308,United States,USD,0,Timeout,ID1417782818,30341,CRM-2121,TRX-1393904306806520076
Georgia Tech,12/4/2014 17:58,EST,12/4/2014 20:42,EST,12/4/2014 17:44,9.558,4.014,1.2,Level 2,1,J1772,30308,United States,USD,2.32,Plug Out at Vehicle,ID393,30360,CRM-0169,TRX-7425678732202780341
Georgia Tech,12/4/2014 18:11,EST,12/4/2014 19:34,EST,12/4/2014 17:07,7.92,3.326,0.994,Level 2,1,J1772,30308,United States,USD,1.18,Plug Out at Vehicle,ID1417734692,30022,CRM-324481,TRX-456240399560289078
Georgia Tech,12/4/2014 17:32,EST,12/4/2014 20:03,EST,12/4/2014 17:04,7.946,3.338,0.997,Level 2,2,J1772,30308,United States,USD,2.14,Customer,ID392,30062,CRM-2315,TRX-6189561239942247452
Georgia Tech,12/4/2014 16:19,EST,12/4/2014 18:09,EST,12/4/2014 15:10,6.617,2.779,0.83,Level 2,2,J1772,30308,United States,USD,1.56,Plug Out at Vehicle,ID611,30135,CRM-262459,TRX-1035044123699544302
Georgia Tech,12/4/2014 15:47,EST,12/4/2014 17:44,EST,12/4/2014 14:46,6.856,2.879,0.86,Level 2,1,J1772,30308,United States,USD,1.67,Plug Out at Vehicle,ID610,30082,CRM-7597,TRX-4299847308210171897
Georgia Tech,12/4/2014 9:37,EST,12/4/2014 16:02,EST,12/4/2014 13:04,17.233,7.238,2.163,Level 2,2,J1772,30308,United States,USD,5.45,Plug Out at Vehicle,ID609,30318,CRM-5159,TRX-4964532790965174368
Georgia Tech,12/4/2014 7:52,EST,12/4/2014 12:31,EST,12/4/2014 9:32,10.103,4.243,1.268,Level 2,1,J1772,30308,United States,USD,3.95,Plug Out at Vehicle,ID608,30062,CRM-261355,TRX-1762592303968619446
Georgia Tech,12/3/2014 8:03,EST,12/3/2014 12:13,EST,12/3/2014 9:14,15.543,6.528,1.951,Level 2,1,J1772,30308,United States,USD,3.55,Plug Out at Vehicle,ID607,30102,CRM-254811,TRX-1106843485661949316
Georgia Tech,12/3/2014 7:31,EST,12/3/2014 10:57,EST,12/3/2014 8:20,13.367,5.614,1.678,Level 2,1,J1772,30308,United States,USD,2.92,Plug Out at Vehicle,ID1417609850,30141,CRM-275739,TRX-1849442289015666556
Georgia Tech,12/2/2014 17:43,EST,12/2/2014 20:57,EST,12/2/2014 17:58,6.286,2.64,0.789,Level 2,1,J1772,30308,United States,USD,2.75,Plug Out at Vehicle,ID391,30360,CRM-0169,TRX-6492660584195361302
Georgia Tech,12/2/2014 16:51,EST,12/2/2014 20:43,EST,12/2/2014 17:44,12.254,5.147,1.538,Level 2,1,J1772,30308,United States,USD,3.29,Plug Out at Vehicle,ID606,30062,CRM-2315,TRX-871382759877282483
